PATCH_SIZE = 64  # <<< MUDE AQUI para 64, 128 etc.

# --------------------------
# Parâmetros do HOG 
# --------------------------
HOG_PARAMS = {
    "orientations": 9,
    "pixels_per_cell": (8, 8),
    "cells_per_block": (2, 2),
    "block_norm": "L2-Hys",
}

# --------------------------
# Parâmetros dos algoritmos 
# Esses parâmetros podem ser alterados
# --------------------------
GWO_PARAMS = {
    "search_radius": 11.0,
    "iters": 3,
    "pop_size": 12,
}

PSO_PARAMS = {
    "search_radius": 11.0,
    "iters": 3,
    "pop_size": 12,
    "wMin": 0.4,
    "wMax": 0.9,
    "c1": 2.05,   
    "c2": 2.05,  
}

FFA_PARAMS = {
    "search_radius": 11.0,
    "iters": 3,
    "pop_size": 12,
    "gamma": 1.0,
    "alpha": 0.5,
    "betamin": 1.0,
}

###############################
## GWO: 3 execuções para reprodutibilidade
###############################


>>> GWO - Execução 1/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.984 | ErroCentro=0.50 | Custo=6.8417 | Tempo=0.0660 s
[GWO] Frame   3 | IoU=0.969 | ErroCentro=0.71 | Custo=8.1004 | Tempo=0.0549 s
[GWO] Frame   4 | IoU=0.940 | ErroCentro=1.58 | Custo=9.9294 | Tempo=0.0626 s
[GWO] Frame   5 | IoU=0.984 | ErroCentro=0.50 | Custo=9.5053 | Tempo=0.0748 s
[GWO] Frame   6 | IoU=0.969 | ErroCentro=1.00 | Custo=10.4077 | Tempo=0.0581 s
[GWO] Frame   7 | IoU=1.000 | ErroCentro=0.00 | Custo=9.7798 | Tempo=0.0595 s
[GWO] Frame   8 | IoU=0.984 | ErroCentro=0.50 | Custo=11.0141 | Tempo=0.0580 s
[GWO] Frame   9 | IoU=0.954 | ErroCentro=1.12 | Custo=18.2876 | Tempo=0.0615 s
[GWO] Frame  10 | IoU=0.897 | ErroCentro=3.04 | Custo=24.5485 | Tempo=0.0554 s
[GWO] Frame  11 | IoU=0.871 | ErroCentro=3.35 | Custo=27.7337 | Tempo=0.0577 s
[GWO] Frame  12 | IoU=0.897 | ErroCentro=3.04 | Custo=27.8758 | Tempo=0.0693 s
[GWO] Frame  13 | IoU=0.897 | ErroCentro=2.69 | Custo=28.8159 | Tempo=0.0666 s
[GWO] Frame  14 | IoU=0.940 | ErroCentro=1.58 | Custo=27.9715 | Tempo=0.0659 s
[GWO] Frame  15 | IoU=0.969 | ErroCentro=1.00 | Custo=28.3337 | Tempo=0.0827 s
[GWO] Frame  16 | IoU=0.884 | ErroCentro=3.16 | Custo=28.3334 | Tempo=0.0564 s
[GWO] Frame  17 | IoU=0.898 | ErroCentro=2.50 | Custo=29.2034 | Tempo=0.0553 s
[GWO] Frame  18 | IoU=0.925 | ErroCentro=1.80 | Custo=34.2018 | Tempo=0.0627 s
[GWO] Frame  19 | IoU=0.857 | ErroCentro=3.81 | Custo=41.2761 | Tempo=0.0559 s
[GWO] Frame  20 | IoU=0.939 | ErroCentro=2.00 | Custo=41.9931 | Tempo=0.0579 s
[GWO] Frame  21 | IoU=0.925 | ErroCentro=2.50 | Custo=43.0787 | Tempo=0.0566 s
[GWO] Frame  22 | IoU=0.911 | ErroCentro=2.24 | Custo=44.1025 | Tempo=0.0569 s
[GWO] Frame  23 | IoU=0.831 | ErroCentro=4.74 | Custo=46.5843 | Tempo=0.0559 s
[GWO] Frame  24 | IoU=0.954 | ErroCentro=1.12 | Custo=45.6274 | Tempo=0.0568 s
[GWO] Frame  25 | IoU=0.910 | ErroCentro=3.00 | Custo=46.8312 | Tempo=0.0551 s
[GWO] Frame  26 | IoU=0.739 | ErroCentro=7.11 | Custo=48.0931 | Tempo=0.0548 s
[GWO] Frame  27 | IoU=0.772 | ErroCentro=6.10 | Custo=48.9705 | Tempo=0.0556 s
[GWO] Frame  28 | IoU=0.728 | ErroCentro=7.63 | Custo=48.2653 | Tempo=0.0547 s
[GWO] Frame  29 | IoU=0.709 | ErroCentro=10.51 | Custo=49.9195 | Tempo=0.0555 s
[GWO] Frame  30 | IoU=0.691 | ErroCentro=10.20 | Custo=48.6019 | Tempo=0.0566 s
[GWO] Frame  31 | IoU=0.727 | ErroCentro=7.83 | Custo=48.2182 | Tempo=0.0543 s
[GWO] Frame  32 | IoU=0.750 | ErroCentro=6.80 | Custo=48.4858 | Tempo=0.0539 s
[GWO] Frame  33 | IoU=0.747 | ErroCentro=7.76 | Custo=48.3695 | Tempo=0.0531 s
[GWO] Frame  34 | IoU=0.749 | ErroCentro=7.16 | Custo=48.9626 | Tempo=0.0533 s
[GWO] Frame  35 | IoU=0.611 | ErroCentro=11.72 | Custo=49.3378 | Tempo=0.0539 s
[GWO] Frame  36 | IoU=0.648 | ErroCentro=10.31 | Custo=47.9593 | Tempo=0.0582 s
[GWO] Frame  37 | IoU=0.610 | ErroCentro=11.93 | Custo=48.0568 | Tempo=0.0552 s
[GWO] Frame  38 | IoU=0.619 | ErroCentro=11.66 | Custo=48.0347 | Tempo=0.0538 s
[GWO] Frame  39 | IoU=0.636 | ErroCentro=11.18 | Custo=48.1415 | Tempo=0.0540 s
[GWO] Frame  40 | IoU=0.603 | ErroCentro=12.04 | Custo=48.2677 | Tempo=0.0544 s
[GWO] Frame  41 | IoU=0.638 | ErroCentro=10.70 | Custo=47.6103 | Tempo=0.0534 s
[GWO] Frame  42 | IoU=0.603 | ErroCentro=12.02 | Custo=47.0700 | Tempo=0.0534 s
[GWO] Frame  43 | IoU=0.657 | ErroCentro=10.00 | Custo=46.8681 | Tempo=0.0569 s
[GWO] Frame  44 | IoU=0.558 | ErroCentro=14.33 | Custo=47.0768 | Tempo=0.0552 s
[GWO] Frame  45 | IoU=0.628 | ErroCentro=11.24 | Custo=46.8414 | Tempo=0.0535 s
[GWO] Frame  46 | IoU=0.638 | ErroCentro=10.82 | Custo=47.2271 | Tempo=0.0526 s
[GWO] Frame  47 | IoU=0.697 | ErroCentro=8.49 | Custo=48.3729 | Tempo=0.0529 s
[GWO] Frame  48 | IoU=0.648 | ErroCentro=10.26 | Custo=46.9804 | Tempo=0.0533 s
[GWO] Frame  49 | IoU=0.686 | ErroCentro=8.90 | Custo=45.7146 | Tempo=0.0527 s
[GWO] Frame  50 | IoU=0.554 | ErroCentro=15.34 | Custo=44.8187 | Tempo=0.0542 s
[GWO] Frame  51 | IoU=0.474 | ErroCentro=21.59 | Custo=44.9758 | Tempo=0.0549 s
[GWO] Frame  52 | IoU=0.633 | ErroCentro=12.02 | Custo=43.6952 | Tempo=0.0534 s
[GWO] Frame  53 | IoU=0.601 | ErroCentro=14.22 | Custo=42.5852 | Tempo=0.0550 s
[GWO] Frame  54 | IoU=0.510 | ErroCentro=19.16 | Custo=44.4479 | Tempo=0.0531 s
[GWO] Frame  55 | IoU=0.532 | ErroCentro=18.56 | Custo=44.6712 | Tempo=0.0549 s
[GWO] Frame  56 | IoU=0.535 | ErroCentro=16.62 | Custo=46.1072 | Tempo=0.0536 s
[GWO] Frame  57 | IoU=0.743 | ErroCentro=9.01 | Custo=47.5964 | Tempo=0.0539 s
[GWO] Frame  58 | IoU=0.607 | ErroCentro=12.82 | Custo=45.6361 | Tempo=0.0528 s
[GWO] Frame  59 | IoU=0.634 | ErroCentro=11.70 | Custo=46.0005 | Tempo=0.0533 s
[GWO] Frame  60 | IoU=0.506 | ErroCentro=18.83 | Custo=42.0485 | Tempo=0.0543 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.762 ± 0.158
Erro centro médio: 7.57 px
FPS médio        : 17.85 frames/s


>>> GWO - Execução 2/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.984 | ErroCentro=0.50 | Custo=6.8417 | Tempo=0.0532 s
[GWO] Frame   3 | IoU=0.969 | ErroCentro=0.71 | Custo=8.1004 | Tempo=0.0538 s
[GWO] Frame   4 | IoU=0.969 | ErroCentro=0.71 | Custo=8.9620 | Tempo=0.0550 s
[GWO] Frame   5 | IoU=0.984 | ErroCentro=0.50 | Custo=10.3735 | Tempo=0.0535 s
[GWO] Frame   6 | IoU=1.000 | ErroCentro=0.00 | Custo=11.0670 | Tempo=0.0551 s
[GWO] Frame   7 | IoU=0.969 | ErroCentro=1.00 | Custo=10.4852 | Tempo=0.0531 s
[GWO] Frame   8 | IoU=0.984 | ErroCentro=0.50 | Custo=11.0141 | Tempo=0.0492 s
[GWO] Frame   9 | IoU=0.984 | ErroCentro=0.50 | Custo=17.0111 | Tempo=0.0528 s
[GWO] Frame  10 | IoU=0.898 | ErroCentro=2.50 | Custo=24.2274 | Tempo=0.0531 s
[GWO] Frame  11 | IoU=0.925 | ErroCentro=2.06 | Custo=27.3994 | Tempo=0.0471 s
[GWO] Frame  12 | IoU=0.897 | ErroCentro=3.04 | Custo=29.1977 | Tempo=0.0532 s
[GWO] Frame  13 | IoU=0.869 | ErroCentro=4.03 | Custo=31.8587 | Tempo=0.0542 s
[GWO] Frame  14 | IoU=0.911 | ErroCentro=2.12 | Custo=28.4627 | Tempo=0.0533 s
[GWO] Frame  15 | IoU=0.940 | ErroCentro=1.41 | Custo=28.4274 | Tempo=0.0533 s
[GWO] Frame  16 | IoU=0.884 | ErroCentro=3.16 | Custo=31.2807 | Tempo=0.0545 s
[GWO] Frame  17 | IoU=0.898 | ErroCentro=2.50 | Custo=29.2034 | Tempo=0.0501 s
[GWO] Frame  18 | IoU=0.925 | ErroCentro=1.80 | Custo=34.2018 | Tempo=0.0548 s
[GWO] Frame  19 | IoU=0.911 | ErroCentro=2.55 | Custo=38.3420 | Tempo=0.0570 s
[GWO] Frame  20 | IoU=0.940 | ErroCentro=1.41 | Custo=42.4346 | Tempo=0.0612 s
[GWO] Frame  21 | IoU=0.925 | ErroCentro=1.80 | Custo=43.5800 | Tempo=0.0500 s
[GWO] Frame  22 | IoU=0.969 | ErroCentro=1.00 | Custo=44.3387 | Tempo=0.0545 s
[GWO] Frame  23 | IoU=0.911 | ErroCentro=2.12 | Custo=44.8798 | Tempo=0.0546 s
[GWO] Frame  24 | IoU=0.925 | ErroCentro=1.80 | Custo=45.8753 | Tempo=0.0554 s
[GWO] Frame  25 | IoU=0.884 | ErroCentro=2.83 | Custo=47.8776 | Tempo=0.0553 s
[GWO] Frame  26 | IoU=0.739 | ErroCentro=7.11 | Custo=48.0931 | Tempo=0.0540 s
[GWO] Frame  27 | IoU=0.749 | ErroCentro=6.95 | Custo=48.8843 | Tempo=0.0544 s
[GWO] Frame  28 | IoU=0.750 | ErroCentro=6.80 | Custo=48.9795 | Tempo=0.0542 s
[GWO] Frame  29 | IoU=0.676 | ErroCentro=9.30 | Custo=49.0818 | Tempo=0.0529 s
[GWO] Frame  30 | IoU=0.675 | ErroCentro=9.85 | Custo=48.6921 | Tempo=0.0618 s
[GWO] Frame  31 | IoU=0.749 | ErroCentro=6.95 | Custo=48.4158 | Tempo=0.0590 s
[GWO] Frame  32 | IoU=0.745 | ErroCentro=8.56 | Custo=48.5498 | Tempo=0.0529 s
[GWO] Frame  33 | IoU=0.726 | ErroCentro=8.08 | Custo=47.9654 | Tempo=0.0560 s
[GWO] Frame  34 | IoU=0.610 | ErroCentro=11.93 | Custo=48.6802 | Tempo=0.0557 s
[GWO] Frame  35 | IoU=0.591 | ErroCentro=13.20 | Custo=49.0917 | Tempo=0.0534 s
[GWO] Frame  36 | IoU=0.647 | ErroCentro=10.55 | Custo=47.7885 | Tempo=0.0542 s
[GWO] Frame  37 | IoU=0.648 | ErroCentro=10.26 | Custo=49.3641 | Tempo=0.0554 s
[GWO] Frame  38 | IoU=0.599 | ErroCentro=13.00 | Custo=48.0947 | Tempo=0.0500 s
[GWO] Frame  39 | IoU=0.596 | ErroCentro=13.60 | Custo=48.2731 | Tempo=0.0537 s
[GWO] Frame  40 | IoU=0.516 | ErroCentro=19.10 | Custo=48.0678 | Tempo=0.0532 s
[GWO] Frame  41 | IoU=0.579 | ErroCentro=14.23 | Custo=48.6158 | Tempo=0.0533 s
[GWO] Frame  42 | IoU=0.630 | ErroCentro=12.75 | Custo=48.2303 | Tempo=0.0544 s
[GWO] Frame  43 | IoU=0.542 | ErroCentro=16.49 | Custo=47.9600 | Tempo=0.0539 s
[GWO] Frame  44 | IoU=0.628 | ErroCentro=11.41 | Custo=49.1131 | Tempo=0.0539 s
[GWO] Frame  45 | IoU=0.635 | ErroCentro=13.54 | Custo=46.5747 | Tempo=0.0551 s
[GWO] Frame  46 | IoU=0.612 | ErroCentro=13.34 | Custo=46.3675 | Tempo=0.0542 s
[GWO] Frame  47 | IoU=0.535 | ErroCentro=15.26 | Custo=47.4166 | Tempo=0.0535 s
[GWO] Frame  48 | IoU=0.491 | ErroCentro=18.50 | Custo=47.4709 | Tempo=0.0531 s
[GWO] Frame  49 | IoU=0.666 | ErroCentro=9.71 | Custo=45.7736 | Tempo=0.0534 s
[GWO] Frame  50 | IoU=0.554 | ErroCentro=15.34 | Custo=44.8187 | Tempo=0.0540 s
[GWO] Frame  51 | IoU=0.619 | ErroCentro=13.65 | Custo=43.9936 | Tempo=0.0552 s
[GWO] Frame  52 | IoU=0.595 | ErroCentro=13.95 | Custo=43.2463 | Tempo=0.0593 s
[GWO] Frame  53 | IoU=0.601 | ErroCentro=14.22 | Custo=42.5852 | Tempo=0.0551 s
[GWO] Frame  54 | IoU=0.578 | ErroCentro=16.07 | Custo=44.5273 | Tempo=0.0542 s
[GWO] Frame  55 | IoU=0.506 | ErroCentro=18.83 | Custo=43.4444 | Tempo=0.0567 s
[GWO] Frame  56 | IoU=0.607 | ErroCentro=12.82 | Custo=46.9527 | Tempo=0.0532 s
[GWO] Frame  57 | IoU=0.743 | ErroCentro=9.01 | Custo=47.5964 | Tempo=0.0533 s
[GWO] Frame  58 | IoU=0.679 | ErroCentro=11.10 | Custo=44.5651 | Tempo=0.0556 s
[GWO] Frame  59 | IoU=0.688 | ErroCentro=11.05 | Custo=45.3576 | Tempo=0.0532 s
[GWO] Frame  60 | IoU=0.690 | ErroCentro=10.61 | Custo=44.0723 | Tempo=0.0535 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.761 ± 0.162
Erro centro médio: 7.79 px
FPS médio        : 18.77 frames/s


>>> GWO - Execução 3/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.954 | ErroCentro=1.12 | Custo=6.9365 | Tempo=0.0531 s
[GWO] Frame   3 | IoU=0.940 | ErroCentro=1.58 | Custo=9.0968 | Tempo=0.0541 s
[GWO] Frame   4 | IoU=0.969 | ErroCentro=0.71 | Custo=10.2004 | Tempo=0.0536 s
[GWO] Frame   5 | IoU=0.984 | ErroCentro=0.50 | Custo=10.3735 | Tempo=0.0542 s
[GWO] Frame   6 | IoU=0.940 | ErroCentro=1.41 | Custo=10.2051 | Tempo=0.0560 s
[GWO] Frame   7 | IoU=0.969 | ErroCentro=1.00 | Custo=10.4852 | Tempo=0.0638 s
[GWO] Frame   8 | IoU=0.871 | ErroCentro=3.20 | Custo=19.2684 | Tempo=0.0549 s
[GWO] Frame   9 | IoU=0.925 | ErroCentro=2.06 | Custo=19.1621 | Tempo=0.0531 s
[GWO] Frame  10 | IoU=0.898 | ErroCentro=2.50 | Custo=24.2274 | Tempo=0.0544 s
[GWO] Frame  11 | IoU=0.871 | ErroCentro=3.35 | Custo=27.7337 | Tempo=0.0548 s
[GWO] Frame  12 | IoU=0.954 | ErroCentro=1.12 | Custo=28.7792 | Tempo=0.0602 s
[GWO] Frame  13 | IoU=0.954 | ErroCentro=1.50 | Custo=29.0377 | Tempo=0.0551 s
[GWO] Frame  14 | IoU=0.911 | ErroCentro=2.55 | Custo=27.5539 | Tempo=0.0624 s
[GWO] Frame  15 | IoU=0.969 | ErroCentro=1.00 | Custo=28.8135 | Tempo=0.0558 s
[GWO] Frame  16 | IoU=0.940 | ErroCentro=1.41 | Custo=29.9795 | Tempo=0.0566 s
[GWO] Frame  17 | IoU=0.984 | ErroCentro=0.50 | Custo=30.2648 | Tempo=0.0545 s
[GWO] Frame  18 | IoU=0.897 | ErroCentro=3.04 | Custo=37.4612 | Tempo=0.0556 s
[GWO] Frame  19 | IoU=0.884 | ErroCentro=2.92 | Custo=38.9891 | Tempo=0.0533 s
[GWO] Frame  20 | IoU=0.969 | ErroCentro=1.00 | Custo=41.9933 | Tempo=0.0542 s
[GWO] Frame  21 | IoU=0.954 | ErroCentro=1.50 | Custo=42.7679 | Tempo=0.0548 s
[GWO] Frame  22 | IoU=0.715 | ErroCentro=8.54 | Custo=47.9569 | Tempo=0.0544 s
[GWO] Frame  23 | IoU=0.761 | ErroCentro=6.52 | Custo=48.2277 | Tempo=0.0542 s
[GWO] Frame  24 | IoU=0.381 | ErroCentro=25.14 | Custo=47.2799 | Tempo=0.0541 s
[GWO] Frame  25 | IoU=0.323 | ErroCentro=28.79 | Custo=47.1766 | Tempo=0.0548 s
[GWO] Frame  26 | IoU=0.271 | ErroCentro=33.59 | Custo=51.1093 | Tempo=0.0560 s
[GWO] Frame  27 | IoU=0.340 | ErroCentro=28.38 | Custo=48.1928 | Tempo=0.0578 s
[GWO] Frame  28 | IoU=0.343 | ErroCentro=28.02 | Custo=49.9642 | Tempo=0.0530 s
[GWO] Frame  29 | IoU=0.374 | ErroCentro=26.88 | Custo=47.6804 | Tempo=0.0526 s
[GWO] Frame  30 | IoU=0.372 | ErroCentro=27.29 | Custo=47.8939 | Tempo=0.0533 s
[GWO] Frame  31 | IoU=0.336 | ErroCentro=29.12 | Custo=47.9618 | Tempo=0.0547 s
[GWO] Frame  32 | IoU=0.385 | ErroCentro=27.12 | Custo=46.7607 | Tempo=0.0536 s
[GWO] Frame  33 | IoU=0.354 | ErroCentro=28.36 | Custo=47.6546 | Tempo=0.0508 s
[GWO] Frame  34 | IoU=0.370 | ErroCentro=28.11 | Custo=48.2206 | Tempo=0.0531 s
[GWO] Frame  35 | IoU=0.379 | ErroCentro=28.04 | Custo=48.4606 | Tempo=0.0533 s
[GWO] Frame  36 | IoU=0.344 | ErroCentro=31.00 | Custo=49.0039 | Tempo=0.0537 s
[GWO] Frame  37 | IoU=0.136 | ErroCentro=46.97 | Custo=49.9264 | Tempo=0.0529 s
[GWO] Frame  38 | IoU=0.155 | ErroCentro=45.40 | Custo=48.1120 | Tempo=0.0538 s
[GWO] Frame  39 | IoU=0.128 | ErroCentro=48.37 | Custo=49.2502 | Tempo=0.0548 s
[GWO] Frame  40 | IoU=0.159 | ErroCentro=45.28 | Custo=51.9064 | Tempo=0.0529 s
[GWO] Frame  41 | IoU=0.146 | ErroCentro=46.11 | Custo=51.5986 | Tempo=0.0534 s
[GWO] Frame  42 | IoU=0.143 | ErroCentro=46.82 | Custo=52.4436 | Tempo=0.0571 s
[GWO] Frame  43 | IoU=0.174 | ErroCentro=45.00 | Custo=50.3988 | Tempo=0.0551 s
[GWO] Frame  44 | IoU=0.152 | ErroCentro=47.00 | Custo=49.9938 | Tempo=0.0526 s
[GWO] Frame  45 | IoU=0.139 | ErroCentro=48.02 | Custo=50.6119 | Tempo=0.0543 s
[GWO] Frame  46 | IoU=0.105 | ErroCentro=51.16 | Custo=52.1147 | Tempo=0.0542 s
[GWO] Frame  47 | IoU=0.126 | ErroCentro=49.09 | Custo=51.0857 | Tempo=0.0535 s
[GWO] Frame  48 | IoU=0.127 | ErroCentro=48.44 | Custo=47.0067 | Tempo=0.0566 s
[GWO] Frame  49 | IoU=0.059 | ErroCentro=56.39 | Custo=47.4241 | Tempo=0.0534 s
[GWO] Frame  50 | IoU=0.046 | ErroCentro=58.35 | Custo=47.4912 | Tempo=0.0543 s
[GWO] Frame  51 | IoU=0.053 | ErroCentro=57.38 | Custo=45.2024 | Tempo=0.0546 s
[GWO] Frame  52 | IoU=0.066 | ErroCentro=55.70 | Custo=46.9775 | Tempo=0.0527 s
[GWO] Frame  53 | IoU=0.051 | ErroCentro=58.05 | Custo=46.4642 | Tempo=0.0553 s
[GWO] Frame  54 | IoU=0.027 | ErroCentro=61.88 | Custo=48.3540 | Tempo=0.0547 s
[GWO] Frame  55 | IoU=0.068 | ErroCentro=55.43 | Custo=46.8676 | Tempo=0.0538 s
[GWO] Frame  56 | IoU=0.066 | ErroCentro=55.84 | Custo=47.8586 | Tempo=0.0540 s
[GWO] Frame  57 | IoU=0.053 | ErroCentro=58.03 | Custo=47.8819 | Tempo=0.0535 s
[GWO] Frame  58 | IoU=0.086 | ErroCentro=52.97 | Custo=47.7336 | Tempo=0.0531 s
[GWO] Frame  59 | IoU=0.085 | ErroCentro=53.14 | Custo=48.2837 | Tempo=0.0562 s
[GWO] Frame  60 | IoU=0.065 | ErroCentro=56.36 | Custo=48.4473 | Tempo=0.0536 s

===== RESUMO SIMPLES GWO =====
IoU médio        : 0.470 ± 0.373
Erro centro médio: 27.77 px
FPS médio        : 18.61 frames/s


===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 1 =====
CLE média       : 7.57 px
CLE mediana     : 7.70 px
CLE p90         : 14.43 px
Nº de falhas (IoU < 0.10): 0
FPS médio       : 17.69
FPS mínimo      : 12.10
FPS desvio-padrão: 1.41
AUC do Success Plot: 0.759

===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 2 =====
CLE média       : 7.79 px
CLE mediana     : 8.32 px
CLE p90         : 15.27 px
Nº de falhas (IoU < 0.10): 0
FPS médio       : 18.49
FPS mínimo      : 16.18
FPS desvio-padrão: 0.81
AUC do Success Plot: 0.755

===== MÉTRICAS AVANÇADAS (GWO) - EXECUÇÃO 3 =====
CLE média       : 27.77 px
CLE mediana     : 28.24 px
CLE p90         : 56.36 px
Nº de falhas (IoU < 0.10): 12
FPS médio       : 18.32
FPS mínimo      : 15.68
FPS desvio-padrão: 0.66
AUC do Success Plot: 0.471

===== REPRODUTIBILIDADE (GWO) - 3 EXECUÇÕES =====
IoU médio (média ± desvio) : 0.664 ± 0.137
CLE médio (média ± desvio) : 14.38 ± 9.47 px
FPS médio (média ± desvio) : 18.41 ± 0.40 frames/s


###############################
## PSO: 3 execuções para reprodutibilidade
###############################


>>> PSO - Execução 1/3
[PSO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[PSO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[PSO] Frame   2 | IoU=0.925 | ErroCentro=1.80 | Custo=6.8134 | Tempo=0.0536 s
[PSO] Frame   3 | IoU=0.911 | ErroCentro=2.12 | Custo=12.5525 | Tempo=0.0543 s
[PSO] Frame   4 | IoU=0.969 | ErroCentro=0.71 | Custo=10.3628 | Tempo=0.0544 s
[PSO] Frame   5 | IoU=0.954 | ErroCentro=1.12 | Custo=12.1063 | Tempo=0.0539 s
[PSO] Frame   6 | IoU=0.940 | ErroCentro=1.41 | Custo=10.2051 | Tempo=0.0530 s
[PSO] Frame   7 | IoU=0.911 | ErroCentro=2.24 | Custo=15.9845 | Tempo=0.0546 s
[PSO] Frame   8 | IoU=0.897 | ErroCentro=2.69 | Custo=16.7806 | Tempo=0.0547 s
[PSO] Frame   9 | IoU=0.984 | ErroCentro=0.50 | Custo=17.4722 | Tempo=0.0540 s
[PSO] Frame  10 | IoU=0.897 | ErroCentro=3.04 | Custo=24.5485 | Tempo=0.0552 s
[PSO] Frame  11 | IoU=0.897 | ErroCentro=3.04 | Custo=26.7726 | Tempo=0.0547 s
[PSO] Frame  12 | IoU=0.925 | ErroCentro=2.50 | Custo=30.7196 | Tempo=0.0544 s
[PSO] Frame  13 | IoU=0.897 | ErroCentro=3.04 | Custo=30.9197 | Tempo=0.0538 s
[PSO] Frame  14 | IoU=0.969 | ErroCentro=0.71 | Custo=29.7689 | Tempo=0.0550 s
[PSO] Frame  15 | IoU=1.000 | ErroCentro=0.00 | Custo=28.6699 | Tempo=0.0688 s
[PSO] Frame  16 | IoU=0.940 | ErroCentro=1.41 | Custo=30.6295 | Tempo=0.0545 s
[PSO] Frame  17 | IoU=0.897 | ErroCentro=2.69 | Custo=29.1418 | Tempo=0.0553 s
[PSO] Frame  18 | IoU=0.898 | ErroCentro=2.50 | Custo=36.4563 | Tempo=0.0549 s
[PSO] Frame  19 | IoU=0.911 | ErroCentro=2.55 | Custo=38.3420 | Tempo=0.0547 s
[PSO] Frame  20 | IoU=0.969 | ErroCentro=1.00 | Custo=41.9933 | Tempo=0.0543 s
[PSO] Frame  21 | IoU=0.954 | ErroCentro=1.50 | Custo=42.7679 | Tempo=0.0527 s
[PSO] Frame  22 | IoU=0.910 | ErroCentro=3.00 | Custo=44.5267 | Tempo=0.0566 s
[PSO] Frame  23 | IoU=0.940 | ErroCentro=1.58 | Custo=46.0281 | Tempo=0.0549 s
[PSO] Frame  24 | IoU=0.666 | ErroCentro=9.86 | Custo=48.2711 | Tempo=0.0553 s
[PSO] Frame  25 | IoU=0.423 | ErroCentro=22.80 | Custo=46.8545 | Tempo=0.0549 s
