PATCH_SIZE = 64  # <<< MUDE AQUI para 64, 128 etc.

# --------------------------
# Parâmetros do HOG 
# --------------------------
HOG_PARAMS = {
    "orientations": 9,
    "pixels_per_cell": (8, 8),
    "cells_per_block": (3, 3),
    "block_norm": "L2-Hys",
}

# --------------------------
# Parâmetros dos algoritmos 
# Esses parâmetros podem ser alterados
# --------------------------
GWO_PARAMS = {
    "search_radius": 13.0,
    "iters": 3,
    "pop_size": 20,
}

PSO_PARAMS = {
    "search_radius": 13.0,
    "iters": 3,
    "pop_size": 20,
    "wMin": 0.4,
    "wMax": 0.9,
    "c1": 2.05,   
    "c2": 2.05,  
}

FFA_PARAMS = {
    "search_radius": 13.0,
    "iters": 3,
    "pop_size": 20,
    "gamma": 1.0,
    "alpha": 0.5,
    "betamin": 1.0,
}

###############################
## GWO: 3 execuções para reprodutibilidade
###############################


>>> GWO - Execução 1/3
[GWO] Frame 1: inicialização com GT, IoU=1.000, ErroCentro=0.00
[GWO] Frame   1 | IoU=1.000 | ErroCentro=0.00 | Custo=0.0000 | Tempo=0.0000 s
[GWO] Frame   2 | IoU=0.984 | ErroCentro=0.50 | Custo=4.7112 | Tempo=0.0758 s
[GWO] Frame   3 | IoU=0.969 | ErroCentro=0.71 | Custo=5.8794 | Tempo=0.0778 s
[GWO] Frame   4 | IoU=0.969 | ErroCentro=0.71 | Custo=6.4957 | Tempo=0.0768 s
[GWO] Frame   5 | IoU=0.984 | ErroCentro=0.50 | Custo=7.2758 | Tempo=0.0788 s
[GWO] Frame   6 | IoU=0.940 | ErroCentro=1.41 | Custo=7.3665 | Tempo=0.0790 s
[GWO] Frame   7 | IoU=0.940 | ErroCentro=1.41 | Custo=8.3465 | Tempo=0.0863 s
[GWO] Frame   8 | IoU=0.984 | ErroCentro=0.50 | Custo=7.7975 | Tempo=0.0818 s
[GWO] Frame   9 | IoU=0.925 | ErroCentro=1.80 | Custo=14.3306 | Tempo=0.0778 s
[GWO] Frame  10 | IoU=0.925 | ErroCentro=2.06 | Custo=19.0273 | Tempo=0.0808 s
[GWO] Frame  11 | IoU=0.925 | ErroCentro=2.06 | Custo=21.5593 | Tempo=0.0738 s
[GWO] Frame  12 | IoU=0.954 | ErroCentro=1.12 | Custo=22.6868 | Tempo=0.0743 s
[GWO] Frame  13 | IoU=0.925 | ErroCentro=1.80 | Custo=22.4531 | Tempo=0.0788 s
[GWO] Frame  14 | IoU=0.940 | ErroCentro=1.58 | Custo=22.0939 | Tempo=0.0738 s
[GWO] Frame  15 | IoU=0.940 | ErroCentro=1.41 | Custo=22.5541 | Tempo=0.0738 s
[GWO] Frame  16 | IoU=0.911 | ErroCentro=2.24 | Custo=22.5438 | Tempo=0.0738 s
[GWO] Frame  17 | IoU=0.954 | ErroCentro=1.12 | Custo=22.9843 | Tempo=0.0738 s
[GWO] Frame  18 | IoU=0.954 | ErroCentro=1.50 | Custo=27.3811 | Tempo=0.0768 s
[GWO] Frame  19 | IoU=0.883 | ErroCentro=3.54 | Custo=32.9321 | Tempo=0.0753 s
[GWO] Frame  20 | IoU=0.940 | ErroCentro=1.41 | Custo=34.9893 | Tempo=0.0748 s
[GWO] Frame  21 | IoU=0.925 | ErroCentro=1.80 | Custo=37.0253 | Tempo=0.0748 s
[GWO] Frame  22 | IoU=0.940 | ErroCentro=1.41 | Custo=37.6981 | Tempo=0.0740 s
[GWO] Frame  23 | IoU=0.858 | ErroCentro=3.54 | Custo=38.8012 | Tempo=0.0738 s
[GWO] Frame  24 | IoU=0.954 | ErroCentro=1.12 | Custo=39.0074 | Tempo=0.0748 s
[GWO] Frame  25 | IoU=0.911 | ErroCentro=2.24 | Custo=39.2639 | Tempo=0.0768 s
[GWO] Frame  26 | IoU=0.731 | ErroCentro=9.51 | Custo=41.1985 | Tempo=0.0758 s
[GWO] Frame  27 | IoU=0.727 | ErroCentro=7.83 | Custo=41.2415 | Tempo=0.0838 s
[GWO] Frame  28 | IoU=0.707 | ErroCentro=8.20 | Custo=41.3663 | Tempo=0.0768 s
[GWO] Frame  29 | IoU=0.716 | ErroCentro=8.28 | Custo=41.4410 | Tempo=0.0758 s
[GWO] Frame  30 | IoU=0.756 | ErroCentro=8.06 | Custo=41.5164 | Tempo=0.0788 s
[GWO] Frame  31 | IoU=0.727 | ErroCentro=7.83 | Custo=40.9455 | Tempo=0.0744 s
